CylinderConfiguration,Price,PriceType,SimpleAge,SellerType,Make,Model,BodyType,Year,Kilometers,Trasmission,DriveTrain,FuelType,Colour,AirConditioning,ANCAPRating,GreenStarRating
4,4999,DRIVE_AWAY,5h,Dealer used,Holden,Cruze,SUV,2004,203698,Automatic,All Wheel Drive,Petrol - Unleaded,Black,TRUE,4,2.5
4,15888,DRIVE_AWAY,4h,Dealer used,Hyundai,ACTIVE,Sedan,2016,175621,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,3.5
4,25990,DRIVE_AWAY,4h,Dealer used,Hyundai,iMAX,Wagon,2016,88458,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,White,TRUE,4,2.5
4,15888,DRIVE_AWAY,4h,Dealer used,Honda,VTi,Sedan,2016,226100,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,8888,DRIVE_AWAY,4h,Dealer used,Mazda,MAXX,Sedan,2007,170832,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,16888,DRIVE_AWAY,4h,Dealer used,Hyundai,SR TURBO,Coupe (2 door),2012,122461,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,5
6,16888,DRIVE_AWAY,4h,Dealer used,Dodge,SXT,SUV,2014,91374,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3.5
4,16888,DRIVE_AWAY,4h,Dealer used,Jeep,SPORT (4x2),SUV,2014,48303,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4
4,17888,DRIVE_AWAY,4h,Dealer used,Hyundai,+,Coupe (2 door),2013,84667,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,5
4,17888,DRIVE_AWAY,3h,Dealer used,Toyota,ASCENT,Sedan,2013,94009,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
6,6999,FIXED,3h,Dealer used,Ford,XR6 VCT,Sedan,1999,225000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,5
4,7499,FIXED,3h,Dealer used,Suzuki,S,Hatchback,2008,130000,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4
4,9999,FIXED,3h,Dealer used,Ford,TREND,Sedan,2013,103000,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4
4,8999,FIXED,3h,Dealer used,Holden,7 SX (FWD),SUV,2011,108264,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,17990,DRIVE_AWAY,3h,Dealer used,Hyundai,iMAX,Wagon,2014,152114,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,White,TRUE,4,2.5
4,4399,FIXED,3h,Dealer used,Hyundai,SX,Hatchback,2009,175989,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
4,18888,DRIVE_AWAY,3h,Dealer used,Hyundai,ACTIVE,Sedan,2016,116635,Automatic,Front Wheel Drive,Diesel,White,TRUE,5,3.5
6,18888,DRIVE_AWAY,2h,Dealer used,Holden,SV6 (LPG),Sedan,2013,188181,Automatic,Rear Wheel Drive,LPG,White,TRUE,5,4.5
4,18000,NEGOTIABLE,24m,Private seller,Volkswagen,GTi,Hatchback,2014,100000,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4.5
4,19888,DRIVE_AWAY,2h,Dealer used,BMW,16i LUXURY LINE,Sedan,2013,115757,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4.5
6,19888,DRIVE_AWAY,2h,Dealer used,Nissan,ST-L (4x4),SUV,2015,209765,Automatic,4x4,Petrol - Premium Unleaded,White,TRUE,5,3
8,19888,DRIVE_AWAY,2h,Dealer used,Holden,V REDLINE EDITION,Sedan,2010,161352,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,2.5
6,19888,DRIVE_AWAY,2h,Dealer used,Jeep,LAREDO (4x4),SUV,2013,179310,Automatic,All Wheel Drive,Diesel,Black,TRUE,4,3
6,19888,DRIVE_AWAY,2h,Dealer used,Holden,Calais,Wagon,2013,193780,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
4,19888,DRIVE_AWAY,2h,Dealer used,Audi,2.0 TFSI QUATTRO,SUV,2010,157829,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3.5
4,19888,DRIVE_AWAY,1h,Dealer used,Mitsubishi,GL-R,Ute,2011,124140,Manual,Rear Wheel Drive,Diesel,Silver,TRUE,4,2.5
6,19990,DRIVE_AWAY,1h,Dealer used,Chrysler,C LUXURY,Sedan,2012,118870,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3.5
4,13999,DRIVE_AWAY,1h,Dealer used,Subaru,WRX CLUB SPEC EVO 7,Sedan,2004,156691,Manual,All Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,7250,DRIVE_AWAY,1h,Dealer used,Mazda,MAXX SPORT,Sedan,2006,147226,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
4,20888,DRIVE_AWAY,1h,Dealer used,Hyundai,ACTIVE (FWD),SUV,2016,95036,Manual,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4
4,8950,DRIVE_AWAY,1h,Dealer used,Suzuki,CROSSOVER AWD,Hatchback,2013,177238,Manual,All Wheel Drive,Petrol - Unleaded,Orange,TRUE,4,4.5
4,20888,DRIVE_AWAY,1h,Dealer used,Nissan,ST (FWD),SUV,2017,162549,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
6,20888,DRIVE_AWAY,1h,Dealer used,Ford,XR6,Sedan,2014,132342,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,20888,DRIVE_AWAY,1h,Dealer used,Mercedes-Benz,CDI,Hatchback,2013,83514,Automatic,Front Wheel Drive,Diesel,White,TRUE,5,4
6,21888,DRIVE_AWAY,1h,Dealer used,Holden,SV6 Z-SERIES,Ute,2013,95058,Manual,Rear Wheel Drive,Petrol - Unleaded,Green,TRUE,5,4
5,22888,DRIVE_AWAY,1h,Dealer used,Mazda,XT (4x4) NO DIFF LOCKS,Ute,2012,220781,Manual,4x4,Diesel,White,TRUE,5,2.5
4,22888,DRIVE_AWAY,1h,Dealer used,Hyundai,HIGHLANDER CRDi (4x4),SUV,2014,170590,Automatic,All Wheel Drive,Diesel,White,TRUE,5,3
8,22888,DRIVE_AWAY,1h,Dealer used,Holden,SS-V,Sedan,2010,146200,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,2.5
4,14888,FIXED,40m,Dealer used,Ford,LOW (SWB),Van/Minivan,2013,194786,Manual,Front Wheel Drive,Diesel,Yellow,TRUE,5,2.5
8,22888,DRIVE_AWAY,40m,Dealer used,Ford,XR8,Ute,2008,105107,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,19990,DRIVE_AWAY,40m,Dealer used,Toyota,ALTISE,Sedan,2017,64410,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
6,22990,DRIVE_AWAY,40m,Dealer used,Jeep,RENEGADE SPORT (4x4),SUV,2011,123925,Manual,4x4,Petrol - Unleaded,Red,TRUE,5,3.5
4,16990,DRIVE_AWAY,30m,Dealer used,Toyota,ASCENT,Hatchback,2019,30680,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
3,23888,DRIVE_AWAY,47m,Dealer used,BMW,18i ACTIVE TOURER SPORT LINE,Wagon,2016,89323,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,4,5
4,38990,DRIVE_AWAY,49m,Dealer used,Toyota,HYBRID,Wagon,2018,25417,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,5
4,23888,DRIVE_AWAY,43m,Dealer used,Mitsubishi,GLX-R (4x4),Ute,2014,97642,Manual,4x4,Diesel,White,TRUE,4,2.5
4,23888,DRIVE_AWAY,45m,Dealer used,Audi,2.0 TDI QUATTRO,SUV,2011,134353,Automatic,All Wheel Drive,Diesel,Grey,TRUE,5,3.5
4,23888,DRIVE_AWAY,56m,Dealer used,Nissan,ST (4x4),Ute,2013,1,Manual,4x4,Diesel,White,TRUE,4,2.5
4,8500,NEGOTIABLE,7h,Private seller,Honda,VTi-L,Sedan,2010,104500,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,4,4.5
4,23888,DRIVE_AWAY,1h,Dealer used,Honda,VTi-L,Wagon,2014,165632,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,21990,DRIVE_AWAY,1h,Dealer used,Isuzu,LS-M HI-RIDE (4x4),Ute,2013,227289,Automatic,4x4,Diesel,White,TRUE,5,2.5
6,23888,DRIVE_AWAY,56m,Dealer used,Ford,XR6,Sedan,2015,72560,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5
4,19990,DRIVE_AWAY,57m,Dealer used,Holden,LX (4x2),Ute,2013,117903,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,31990,DRIVE_AWAY,1h,Dealer used,Holden,LS (4x4),Ute,2018,99830,Automatic,4x4,Diesel,White,TRUE,5,2.5
4,23888,DRIVE_AWAY,55m,Dealer used,Holden,LX (4x4),Ute,2013,138625,Manual,4x4,Diesel,White,TRUE,5,2.5
4,23888,DRIVE_AWAY,55m,Dealer used,Hyundai,ACTIVE CRDi (4x4),SUV,2015,161886,Automatic,All Wheel Drive,Diesel,White,TRUE,5,3
4,5888,DRIVE_AWAY,57m,Dealer used,Holden,CD,Hatchback,2005,184315,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,4,3
4,8999,DRIVE_AWAY,57m,Dealer used,Mazda,LUXURY (4x4),SUV,2008,171003,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Purple,TRUE,5,3.5
4,9990,DRIVE_AWAY,19h,Dealer used,Ford,LX,Hatchback,2011,107221,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4
6,21999,FIXED,2h,Private seller,BMW,35i SPORT,Coupe (2 door),2008,134070,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4.5
4,17900,FIXED,15h,Private seller,Holden,LS (4x2),Ute,2015,30836,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
6,10888,DRIVE_AWAY,1h,Dealer used,Ford,R6 (LPG),Ute,2008,187992,Automatic,Rear Wheel Drive,LPG,Blue,FALSE,4,2.5
6,10888,DRIVE_AWAY,1h,Dealer used,BMW,25i,Sedan,2005,215401,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3
6,33990,DRIVE_AWAY,57m,Dealer used,Subaru,3.6R,SUV,2016,61201,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4
6,29990,FIXED,57m,Dealer used,Nissan,DX (4x4),SUV,1998,345559,Manual,4x4,Diesel,Other,TRUE,5,3.5
4,17490,FIXED,47m,Dealer used,Hyundai,ACTIVE,Hatchback,2016,22097,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4.5
4,14990,DRIVE_AWAY,37m,Dealer used,Hyundai,ELITE,Hatchback,2013,81800,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,30990,FIXED,6h,Dealer used,Holden,(5YR),Hatchback,2019,5212,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,2.5
4,12888,FIXED,5h,Dealer used,Audi,1.8 TFSI ATTRACTION,Convertible,2010,143750,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3.5
4,6999,FIXED,5h,Dealer used,Toyota,ASCENT,Sedan,2002,0,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,7998,FIXED,5h,Dealer used,Fiat,C,Convertible,2010,126208,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4
4,36990,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLX PLUS (4x4),Ute,2019,2876,Manual,4x4,Diesel,White,TRUE,5,2.5
6,7999,FIXED,5h,Dealer used,Holden,SV6,Sedan,2007,0,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,3,2.5
6,9500,NEGOTIABLE,5h,Private seller,Ford,Ltd,Sedan,1986,160000,Automatic,Rear Wheel Drive,Petrol - Leaded,White,TRUE,5,3.5
4,38990,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLS (4x4),Ute,2019,1322,Manual,4x4,Diesel,Blue,TRUE,5,2.5
4,40888,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLS (4x4),Ute,2019,1272,Manual,4x4,Diesel,White,TRUE,5,4.5
4,34400,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLX PLUS (4x4),Ute,2019,1455,Manual,4x4,Diesel,White,TRUE,5,5
4,21975,FIXED,5h,Dealer used,Holden,LS (4x4),Ute,2016,190437,Automatic,4x4,Diesel,Silver,TRUE,5,2.5
4,43990,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLS (4x4),Ute,2019,1252,Automatic,4x4,Diesel,Grey,TRUE,5,4.5
6,59800,DRIVE_AWAY,5h,Dealer used,BMW,35i,Convertible,2015,42422,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4.5
4,42850,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLS (4x4),Ute,2019,1250,Automatic,4x4,Diesel,White,TRUE,5,4
4,44990,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLS (4x4) PREMIUM,Ute,2019,1232,Automatic,4x4,Diesel,Red,TRUE,5,3.5
4,44990,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLS (4x4) PREMIUM,Ute,2019,1212,Automatic,4x4,Diesel,White,TRUE,5,3.5
4,39845,DRIVE_AWAY,5h,Dealer used,Mitsubishi,GLS (4x4),Ute,2019,14522,Manual,4x4,Diesel,Grey,TRUE,5,3.5
4,2990,FIXED,4h,Dealer used,Toyota,CS-X,Sedan,2001,225021,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,3,2.5
4,36500,FIXED,1h,Private seller,Toyota,SR,Other,2017,24000,Manual,Rear Wheel Drive,Diesel,Silver,TRUE,5,3
4,33500,NEGOTIABLE,8h,Private seller,Nissan,ST (4x4),Wagon,2005,294000,Manual,4x4,Diesel,Silver,TRUE,4,3
6,9499,DRIVE_AWAY,8h,Dealer used,Kia,S,Wagon,2011,236170,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,4,3
4,11999,DRIVE_AWAY,8h,Dealer used,Toyota,ASCENT,Hatchback,2016,163184,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,17999,DRIVE_AWAY,7h,Dealer used,Toyota,SR,Ute,2014,171989,Manual,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,4900,DRIVE_AWAY,7h,Dealer used,Honda,(4x4) SPORT,SUV,2005,237012,Automatic,4x4,Petrol - Unleaded,Other,TRUE,5,2.5
4,15999,FIXED,7h,Dealer used,Hyundai,iMAX,Wagon,2010,144170,Automatic,Rear Wheel Drive,Diesel,Other,TRUE,5,2.5
4,5900,DRIVE_AWAY,7h,Dealer used,Toyota,SPORTIVO,Sedan,2004,180028,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3
4,14999,FIXED,7h,Dealer used,Mitsubishi,LS (2WD),SUV,2015,118299,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
4,14888,FIXED,7h,Dealer used,Holden,EQUIPE,Hatchback,2015,35841,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5
5,23990,DRIVE_AWAY,5h,Dealer used,Mazda,XT (4x4) NO DIFF LOCKS,Ute,2013,145405,Manual,4x4,Diesel,White,TRUE,5,2.5
8,27990,DRIVE_AWAY,4h,Dealer used,Holden,SS-V,Sedan,2012,34946,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,2.5
4,3500,FIXED,3h,Private seller,Daihatsu,DX (4x4),SUV,2004,125833,Manual,4x4,Petrol - Unleaded,White,TRUE,5,4.5
6,11500,NEGOTIABLE,2h,Private seller,Porsche,Boxster,Coupe (2 door),1997,305000,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4.5
4,5500,FIXED,3h,Dealer used,Honda,VTi,Sedan,2007,240303,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3
6,6000,FIXED,1h,Private seller,Chrysler,SAFARI,Wagon,1966,34000,Manual,Rear Wheel Drive,Petrol - Leaded,Brown,FALSE,5,3
4,14588,FIXED,1h,Dealer used,Toyota,(4x4),Ute,1989,531462,Manual,4x4,Diesel,Yellow,FALSE,5,3
4,17888,FIXED,1h,Dealer used,Mitsubishi,GLX (4x4),Ute,2012,149863,Manual,4x4,Diesel,White,TRUE,4,2.5
6,16500,NEGOTIABLE,3h,Private seller,Toyota,(4x4),SUV,2000,452957,Manual,4x4,Diesel,White,TRUE,5,3.5
8,5000,FIXED,5h,Private seller,Holden,SL,Sedan,1984,100000,Manual,Rear Wheel Drive,Petrol - Leaded,Black,FALSE,5,4
6,3999,DRIVE_AWAY,16m,Dealer used,Holden,Commodore,Ute,1994,275000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Red,TRUE,5,2.5
4,5499,FIXED,18h,Dealer used,Suzuki,4x4,Hatchback,2007,203000,Automatic,All Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,2.5
4,4999,FIXED,4h,Dealer used,Ford,XL (4x2),Ute,2009,249223,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2
4,8888,DRIVE_AWAY,1h,Dealer used,Mazda,NEO,Hatchback,2009,219096,Manual,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4.5
4,2229,NEGOTIABLE,31m,Private seller,Toyota,SBV,Van/Minivan,1997,370,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,4999,DRIVE_AWAY,27m,Dealer used,Nissan,ST (4x4),SUV,2007,234419,Manual,4x4,Petrol - Unleaded,Grey,TRUE,5,4.5
4,22990,DRIVE_AWAY,17m,Dealer used,Ford,XL 2.2 HI-RIDER (4x2),Ute,2014,115192,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
6,6600,FIXED,7h,Private seller,Ford,XR6,Sedan,2006,178000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5
5,4500,FIXED,55m,Private seller,Volvo,2.4 20V SE,Wagon,2001,198000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,4,3.5
4,10888,DRIVE_AWAY,5h,Dealer used,Volkswagen,147 TSI,Convertible,2009,143822,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,2.5
8,10950,NEGOTIABLE,8h,Private seller,Holden,V,Sedan,2010,199,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,2.5
4,10000,FIXED,3h,Private seller,Subaru,WRX (AWD),Sedan,2003,197000,Manual,All Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
4,34650,FIXED,1h,Dealer used,Toyota,SR (4x4),Ute,2015,72896,Automatic,4x4,Diesel,White,FALSE,5,2.5
6,19650,FIXED,1h,Dealer used,Toyota,SR,Ute,2008,101792,Manual,Rear Wheel Drive,Petrol - Unleaded,Grey,FALSE,5,2.5
4,19850,FIXED,1h,Dealer used,Hyundai,iLoad,Van/Minivan,2013,187675,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,31850,FIXED,1h,Dealer used,Toyota,SR5 (4x4),Ute,2015,221053,Automatic,4x4,Diesel,White,TRUE,5,4.5
4,33850,FIXED,1h,Dealer used,Toyota,SR (4x4),Ute,2014,70283,Automatic,4x4,Diesel,White,FALSE,5,2.5
4,42850,FIXED,1h,Dealer used,Toyota,COMMUTER,Van/Minivan,2016,27392,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,4
4,36950,FIXED,1h,Dealer used,Toyota,WORKMATE,Ute,2017,81073,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,3
4,29950,FIXED,1h,Dealer used,Hyundai,iLoad,Van/Minivan,2014,67745,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,2.5
4,2999,FIXED,57m,Dealer used,Mazda,MAXX SPORT,Hatchback,2004,227000,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,5
6,4999,DRIVE_AWAY,57m,Dealer used,Ford,XT (LPG),Wagon,2007,265694,Automatic,Rear Wheel Drive,LPG,Yellow,TRUE,5,3.5
4,3990,DRIVE_AWAY,2m,Dealer used,Suzuki,Liana,Sedan,2006,169000,Manual,Front Wheel Drive,Petrol - Unleaded,,TRUE,,
4,36990,FIXED,18h,Private seller,Mercedes-Benz,220 d,SUV,2017,47800,Automatic,Front Wheel Drive,Diesel,Black,TRUE,4,3.5
6,6000,FIXED,5h,Private seller,Holden,LX,Ute,2004,216000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
8,22000,FIXED,9h,Private seller,Holden,SS-V,Ute,2011,97700,Automatic,Rear Wheel Drive,Petrol - Unleaded,Red,TRUE,5,3
6,8750,NEGOTIABLE,6h,Private seller,Toyota,PRODIGY,Sedan,2007,19000,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4.5
4,23500,NEGOTIABLE,6h,Private seller,Subaru,2.0D-S,SUV,2015,87000,Automatic,All Wheel Drive,Diesel,Silver,TRUE,5,3.5
4,9000,NEGOTIABLE,5h,Private seller,Ford,XL (4x4),Ute,2008,198000,Manual,4x4,Diesel,Red,TRUE,5,3
4,8000,FIXED,42m,Private seller,Mazda,NEO,Sedan,2010,159000,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,4,3.5
4,11000,FIXED,53m,Private seller,Hyundai,ACTIVE,Hatchback,2015,28332,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,5
4,12999,FIXED,18h,Dealer used,Mitsubishi,GL,Ute,2015,164000,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,4,3.5
6,5999,FIXED,18h,Dealer used,Ford,TS (RWD),SUV,2005,242000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,2.5
6,800,NEGOTIABLE,16h,Private seller,Holden,Berlina,Sedan,1999,195933,Automatic,Rear Wheel Drive,Petrol - Unleaded,Gold,TRUE,5,3
4,16450,DRIVE_AWAY,6h,Dealer used,Toyota,ASCENT,Hatchback,2018,20790,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
3,16990,DRIVE_AWAY,5h,Dealer used,Peugeot,ACTIVE,Hatchback,2018,34630,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4
4,2699,DRIVE_AWAY,5h,Dealer used,Holden,CD,Hatchback,2002,211443,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,51990,DRIVE_AWAY,5h,Dealer demo,Nissan,ST (4x4) BLACK EDITION,Ute,2018,1250,Manual,4x4,Diesel,White,TRUE,5,3.5
6,5999,DRIVE_AWAY,7h,Dealer used,Ford,E,Sedan,2009,288000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4.5
4,15990,FIXED,6h,Dealer used,Renault,GT-LINE PREMIUM,Wagon,2015,90444,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4
6,5999,DRIVE_AWAY,6h,Dealer used,Nissan,ST-X (4x2),Ute,2008,319000,Manual,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
6,20990,DRIVE_AWAY,6h,Dealer used,Jeep,SPORT (4x4),SUV,2014,102211,Manual,4x4,Petrol - Unleaded,Black,TRUE,5,3.5
4,4990,DRIVE_AWAY,6h,Dealer used,Citroen,EXCLUSIVE,Hatchback,2007,112093,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
4,14888,DRIVE_AWAY,3h,Dealer used,BMW,20i EXECUTIVE,Sedan,2010,140616,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,4990,FIXED,6m,Dealer used,Toyota,HYBRID,Hatchback,2004,379730,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,
4,24990,DRIVE_AWAY,2h,Dealer used,Honda,VTi-S,Sedan,2018,8430,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3
4,36990,DRIVE_AWAY,2h,Dealer used,Renault,FORMULA EDITION,SUV,2019,519,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4
4,15990,DRIVE_AWAY,2h,Dealer used,Holden,SRi Z-SERIES,Hatchback,2016,57393,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
4,13990,DRIVE_AWAY,2h,Dealer used,Holden,7 LX (4x4),SUV,2012,115001,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3
4,21990,DRIVE_AWAY,2h,Dealer used,Mitsubishi,PLATINUM EDITION,SUV,2010,140149,Manual,4x4,Diesel,Brown,TRUE,4,2.5
4,7999,FIXED,2h,Dealer used,Ford,TREND,Hatchback,2013,222000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,10750,DRIVE_AWAY,1h,Dealer used,Volkswagen,GTi,Hatchback,2007,152774,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3.5
4,16940,DRIVE_AWAY,45m,Dealer used,Nissan,ST (FWD),SUV,2014,136963,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,18000,NEGOTIABLE,4h,Private seller,Nissan,ST (4x4),Ute,2012,101250,Manual,4x4,Diesel,Silver,TRUE,3,2.5
6,17500,NEGOTIABLE,18h,Private seller,Ford,E TURBO,Sedan,2012,137000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3
6,4500,NEGOTIABLE,50m,Private seller,Holden,LT,Ute,2008,285000,Manual,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,2.5
6,6999,FIXED,6h,Private seller,Ford,XR6,Sedan,2010,122000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3
6,14600,NEGOTIABLE,6h,Private seller,Toyota,GXL (4x4),SUV,2000,349870,Automatic,4x4,Petrol - Unleaded,White,TRUE,5,3
6,6000,NEGOTIABLE,19h,Private seller,BMW,3.0d,SUV,2004,297000,Automatic,4x4,Diesel,Silver,TRUE,4,3
4,9999,FIXED,19h,Private seller,Mitsubishi,XLS,SUV,2008,110000,Automatic,4x4,Petrol - Unleaded,Silver,TRUE,4,3
4,7999,FIXED,19h,Dealer used,Nissan,TL (4x4),SUV,2011,221000,Automatic,4x4,Diesel,White,TRUE,4,3
4,16500,FIXED,19h,Private seller,Mazda,SP25,Sedan,2014,82000,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
5,9990,FIXED,19h,Private seller,Ssangyong,SPORTS (4x4),Ute,2006,122000,Automatic,4x4,Diesel,White,FALSE,5,2.5
4,9800,FIXED,19h,Private seller,Mazda,B2500 DX,Ute,2009,70000,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
