CylinderConfiguration,Price,PriceType,SimpleAge,SellerType,Make,Model,BodyType,Year,Kilometers,Trasmission,DriveTrain,FuelType,Colour,AirConditioning,ANCAPRating,GreenStarRating
4,7999,FIXED,7h,Dealer used,Mazda,MAXX SPORT,Hatchback,2006,111000,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,4.5
6,11490,DRIVE_AWAY,5h,Dealer used,Holden,SV6,Sedan,2012,166000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
4,13999,FIXED,5h,Dealer used,Ford,XL 2.2 HI-RIDER (4x2),Ute,2015,195652,Automatic,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,37990,FIXED,5h,Dealer used,Holden,LTZ (4x4),Ute,2016,73828,Manual,4x4,Diesel,White,TRUE,5,2.5
4,11989,DRIVE_AWAY,4h,Dealer used,Holden,SRi V,Sedan,2011,114336,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4.5
4,5999,FIXED,4h,Dealer used,Holden,Barina,Hatchback,2012,75267,Manual,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,13990,FIXED,2h,Dealer used,Nissan,ST PLUS (4x4),SUV,2002,326024,Manual,4x4,Diesel,Grey,TRUE,5,5
6,27990,DRIVE_AWAY,1h,Dealer used,Holden,SV6,Sedan,2017,72602,Automatic,Rear Wheel Drive,Petrol - Unleaded,Red,TRUE,5,3
4,23850,FIXED,1h,Dealer used,Toyota,SLWB,Van/Minivan,2011,231327,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,3,3.5
4,4499,FIXED,57m,Dealer used,Toyota,ALTISE,Sedan,2005,252000,Automatic,Front Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5
4,38990,FIXED,58m,Dealer used,Toyota,GXL,SUV,2015,73481,Automatic,All Wheel Drive,Diesel,Other,TRUE,5,4
4,19950,FIXED,1h,Dealer used,Toyota,LWB,Van/Minivan,2008,284652,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,4
4,23850,FIXED,1h,Dealer used,Ford,XL 2.2 (4x2),Ute,2015,115934,Manual,Rear Wheel Drive,Diesel,White,TRUE,5,2.5
4,7499,FIXED,28m,Dealer used,Mercedes-Benz,109CDI COMPACT,Van/Minivan,2005,265000,Manual,Rear Wheel Drive,Diesel,Other,TRUE,5,3.5
4,18688,DRIVE_AWAY,5m,Dealer used,Toyota,ATARA S,Sedan,2015,47451,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
6,39990,FIXED,19h,Private seller,Toyota,GXL (4x4),SUV,2017,49000,Automatic,All Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3
4,46990,FIXED,1h,Private seller,Holden,Z71 (4x4),Ute,2018,29238,Automatic,4x4,Diesel,Grey,TRUE,5,2.5
8,31000,NEGOTIABLE,59m,Private seller,HSV,R8,Sedan,2004,200000,Manual,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,4,2.5
4,22900,FIXED,43m,Private seller,Holden,DELUXE,Sedan,1974,85391,Manual,Rear Wheel Drive,Petrol - Leaded,Green,FALSE,5,4.5
4,4900,FIXED,2h,Private seller,Mazda,ASTINA SHADES,Hatchback,2000,88196,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3
4,26650,DRIVE_AWAY,19h,Dealer used,Toyota,(2WD),SUV,2018,48214,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Yellow,TRUE,5,2.5
4,33650,DRIVE_AWAY,19h,Dealer used,Toyota,KOBA (2WD),SUV,2018,17666,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3.5
8,17500,FIXED,57m,Private seller,HSV,R8,Sedan,2006,165000,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3.5
6,5490,DRIVE_AWAY,18h,Dealer used,Holden,All Others,Sedan,2009,233721,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3.5
6,17990,FIXED,18h,Dealer used,BMW,35i SPORT,Coupe (2 door),2008,122921,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3
4,3799,DRIVE_AWAY,5h,Dealer used,Subaru,2.5i,SUV,2005,267554,Manual,All Wheel Drive,Petrol - Unleaded,Gold,TRUE,5,2.5
4,10499,FIXED,4h,Dealer used,Toyota,WORKMATE,Ute,2009,158873,Manual,Rear Wheel Drive,Petrol - Unleaded,White,FALSE,5,5
5,26999,FIXED,4h,Dealer used,Ford,XLT 3.2 HI-RIDER (4x2),Ute,2015,184136,Automatic,Rear Wheel Drive,Diesel,Blue,TRUE,5,2.5
4,5999,DRIVE_AWAY,4h,Dealer used,Ford,XR4,Hatchback,2008,0,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3.5
4,38990,DRIVE_AWAY,4h,Dealer used,Toyota,CRUSADE,SUV,2015,67127,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,2.5
4,4207,DRIVE_AWAY,3h,Dealer used,Holden,SRi,Coupe (2 door),2006,249192,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,3.5
4,6999,DRIVE_AWAY,4h,Dealer used,Mitsubishi,LS,SUV,2009,208255,Automatic,4x4,Petrol - Unleaded,Blue,TRUE,5,3
5,8999,DRIVE_AWAY,4h,Dealer used,Ford,XR5 TURBO,Hatchback,2006,175000,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Orange,TRUE,5,3
4,13998,DRIVE_AWAY,3h,Dealer used,Ford,XL (4x4),Ute,2009,202931,Manual,4x4,Diesel,White,TRUE,,
8,12990,NEGOTIABLE,6h,Private seller,Holden,SS,Sedan,2004,154000,Manual,Rear Wheel Drive,Petrol - Unleaded,Red,TRUE,5,3
6,8490,FIXED,3h,Dealer used,Jeep,SPORT (4x4),SUV,2007,200397,Automatic,4x4,Petrol - Unleaded,Black,TRUE,5,3.5
4,27990,DRIVE_AWAY,1h,Dealer used,Mazda,S TOURING (FWD),SUV,2018,26400,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,2.5
4,18990,DRIVE_AWAY,1h,Dealer used,Honda,EURO LUXURY NAVI,Sedan,2012,94300,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4
4,7777,DRIVE_AWAY,1h,Dealer used,Mazda,NEO SPORT,Hatchback,2008,191112,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3.5
4,16990,DRIVE_AWAY,1h,Dealer used,Toyota,RZ S.E.,Sedan,2014,111909,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,3.5
4,14850,DRIVE_AWAY,1h,Dealer used,Toyota,ASCENT,Hatchback,2017,39603,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,3.5
4,16850,DRIVE_AWAY,1h,Dealer used,Toyota,LUXURY HYBRID (PSR&amp;#47;SAT),Sedan,2010,74763,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,5
4,22990,DRIVE_AWAY,1h,Dealer used,Mazda,GRAND TOURER (4x4),SUV,2013,104231,Automatic,All Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4
4,35688,DRIVE_AWAY,1h,Dealer used,Mazda,G25 GT,Hatchback,2019,2500,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,26488,DRIVE_AWAY,1h,Dealer used,Mazda,MAXX SPORT (FWD),SUV,2019,4588,Automatic,Front Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,4207,DRIVE_AWAY,40m,Dealer used,Nissan,Q,Sedan,2005,245200,Automatic,Front Wheel Drive,Petrol - Unleaded,Cream,TRUE,5,2.5
4,4207,DRIVE_AWAY,30m,Dealer used,Great Wall,(4x4),SUV,2010,167944,Manual,4x4,Petrol - Unleaded,Red,TRUE,5,3.5
6,8990,FIXED,53m,Dealer used,Ford,XL (LPG) TRADESMAN,Ute,2008,250303,Automatic,Rear Wheel Drive,LPG,White,TRUE,5,3.5
6,7999,DRIVE_AWAY,53m,Dealer used,Ford,G6,Sedan,2008,179458,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3.5
4,5499,DRIVE_AWAY,56m,Dealer used,Nissan,Micra,Hatchback,2009,131744,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,2.5
4,36990,DRIVE_AWAY,2h,Dealer used,Honda,VTi-E7 (2WD),SUV,2019,7002,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
4,11990,FIXED,1h,Dealer used,Suzuki,SIERRA (4x4),SUV,2009,204652,Automatic,4x4,Petrol - Unleaded,Other,TRUE,5,4
4,5400,DRIVE_AWAY,1h,Dealer used,Kia,S,Hatchback,2010,144398,Manual,Front Wheel Drive,Petrol - Unleaded,White,TRUE,3,3.5
5,19950,FIXED,57m,Dealer used,Ford,XL 3.2 (4x4),Ute,2012,180359,Manual,4x4,Diesel,White,TRUE,5,2.5
4,33850,FIXED,57m,Dealer used,Toyota,SR (4x4),Ute,2016,150852,Automatic,4x4,Diesel,White,TRUE,5,4
5,33850,FIXED,28m,Dealer used,Ford,XLT 3.2 (4x4),Ute,2014,108648,Automatic,4x4,Diesel,White,TRUE,5,2.5
6,22950,FIXED,28m,Dealer used,Holden,Ute,Ute,2013,90700,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,24950,FIXED,28m,Dealer used,Toyota,SR (4x4),Ute,2012,187346,Automatic,4x4,Diesel,White,FALSE,4,2.5
6,22650,FIXED,5m,Dealer used,Ford,Falcon,Ute,2014,37062,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,FALSE,5,3
4,17650,FIXED,5m,Dealer used,Volkswagen,MAXI,Van/Minivan,2009,41754,Automatic,Front Wheel Drive,Diesel,Silver,TRUE,5,3
6,19650,FIXED,5m,Dealer used,Holden,Ute,Ute,2013,89496,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
6,12990,FIXED,5m,Dealer used,Ford,TITANIUM (RWD),SUV,2011,250305,Automatic,Rear Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,3
4,29950,FIXED,5m,Dealer used,Hyundai,3S LIFTBACK,Van/Minivan,2018,134584,Automatic,Rear Wheel Drive,Diesel,White,TRUE,4,4
6,28880,DRIVE_AWAY,6h,Dealer used,Ford,TS (4x4),SUV,2016,56901,Automatic,All Wheel Drive,Diesel,Grey,TRUE,5,2.5
4,1100,NEGOTIABLE,1h,Private seller,Subaru,LIMITED,SUV,1998,285000,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,4,3
4,83,FIXED,6h,Dealer used,Nissan,ST (2WD),SUV,2018,29414,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
8,121,FIXED,6h,Dealer used,Holden,SS,Sedan,2017,124233,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Orange,TRUE,5,4.5
8,38000,FIXED,6h,Private seller,BMW,M,SUV,2009,160000,Automatic,4x4,Petrol - Premium Unleaded,Black,TRUE,5,
4,11990,DRIVE_AWAY,7h,Dealer used,Honda,(4x4),SUV,2010,111375,Manual,4x4,Petrol - Unleaded,Grey,TRUE,4,3.5
6,9800,FIXED,2h,Private seller,Toyota,PRESARA,Sedan,2008,160000,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,3
4,5900,FIXED,47m,Dealer used,BMW,18i,Sedan,1992,217400,Manual,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4.5
4,11990,FIXED,27m,Dealer used,Toyota,(4x4),Ute,1999,316539,Manual,4x4,Diesel,Other,FALSE,5,4.5
4,2499,DRIVE_AWAY,5h,Dealer used,Toyota,CSi,Sedan,1999,311315,Manual,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,5,4
4,21975,DRIVE_AWAY,7h,Dealer used,Mitsubishi,PLATINUM EDITION,SUV,2010,185857,Automatic,4x4,Diesel,Silver,TRUE,4,2.5
6,15990,FIXED,6h,Dealer used,Holden,Ute,Ute,2017,145217,Automatic,Rear Wheel Drive,Petrol - Unleaded,Other,TRUE,5,3
6,12990,FIXED,6h,Dealer used,HSV,XU6,Sedan,2001,178298,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4.5
4,12350,DRIVE_AWAY,6h,Dealer used,Toyota,CV (4x4),SUV,2009,142493,Automatic,4x4,Petrol - Unleaded,Blue,TRUE,5,4.5
6,15990,FIXED,6h,Dealer used,Toyota,PRADO GRANDE (4x4),SUV,2003,162409,Automatic,4x4,Petrol - Unleaded,Other,TRUE,5,
8,62900,FIXED,6h,Private seller,Ford,GT 5.0 V8,Convertible,2018,8000,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,4
4,9999,FIXED,5h,Dealer used,Nissan,ST (4x4),SUV,2003,296764,Manual,4x4,Diesel,Grey,TRUE,4,4.5
4,6888,DRIVE_AWAY,3h,Dealer used,Holden,Barina,Hatchback,2011,170144,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,4,3.5
8,19999,DRIVE_AWAY,3h,Dealer used,HSV,R8,Sedan,2003,215000,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4
4,11888,DRIVE_AWAY,3h,Dealer used,BMW,20i,Hatchback,2008,116885,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,6499,DRIVE_AWAY,3h,Dealer used,Nissan,ST (4x4),SUV,2010,254180,Manual,4x4,Petrol - Unleaded,Brown,TRUE,4,3
4,6499,DRIVE_AWAY,31m,Dealer used,Holden,CDX,Sedan,2010,166201,Manual,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,6999,FIXED,3h,Dealer used,Honda,EURO LUXURY,Sedan,2006,212470,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4
6,21888,FIXED,3h,Dealer used,BMW,25i,Coupe (2 door),2013,86206,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4
4,10888,FIXED,3h,Dealer used,Alfa Romeo,PROGRESSION 1.4,Hatchback,2014,99510,Manual,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4.5
4,10999,FIXED,3h,Dealer used,Holden,SRi V,Hatchback,2013,88234,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4
4,15688,FIXED,3h,Dealer used,Volkswagen,90 TSI COMFORTLINE,Hatchback,2015,81777,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4.5
6,6500,FIXED,1h,Private seller,Mitsubishi,EXCEED LWB (4x4),SUV,2003,242000,Automatic,4x4,Petrol - Unleaded,Green,TRUE,5,4
4,27888,FIXED,2h,Dealer used,BMW,20i LUXURY LINE,Coupe (2 door),2015,40239,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Orange,TRUE,5,4.5
4,11888,FIXED,2h,Dealer used,Alfa Romeo,PROGRESSION 1.4,Hatchback,2014,96865,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4.5
4,19888,FIXED,2h,Dealer used,Volkswagen,103 TSI HIGHLINE,Hatchback,2014,39226,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,4.5
6,16990,DRIVE_AWAY,2h,Dealer used,Ford,(LPI),Ute,2013,118977,Automatic,Rear Wheel Drive,LPG,White,FALSE,5,3
4,16890,DRIVE_AWAY,2h,Dealer used,Hyundai,ACTIVE,Hatchback,2015,17579,Automatic,Front Wheel Drive,Petrol - Unleaded,Burgundy,TRUE,5,4.5
4,11888,FIXED,22m,Dealer used,Fiat,S,Hatchback,2015,67139,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4
4,27888,FIXED,2h,Dealer used,Audi,1.4 TFSI ATTRACTION COD,Convertible,2014,52554,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,5
4,25888,FIXED,2h,Dealer used,Volkswagen,GTi,Hatchback,2014,75001,Manual,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4.5
6,57888,FIXED,2h,Dealer used,BMW,xDRIVE 30d,SUV,2016,85600,Automatic,All Wheel Drive,Diesel,White,TRUE,5,3.5
4,32888,FIXED,1h,Dealer used,Volkswagen,R,Hatchback,2014,64811,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4.5
6,14990,FIXED,1h,Dealer used,Mercedes-Benz,320 CDI (4x4),SUV,2006,232643,Automatic,4x4,Diesel,Blue,TRUE,5,3
4,22999,DRIVE_AWAY,1h,Dealer used,Toyota,SR (4x4),Ute,2011,196798,Automatic,4x4,Diesel,White,TRUE,4,2.5
6,7999,FIXED,19h,Dealer used,Mitsubishi,GLX,Ute,2007,374000,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,3.5
4,5999,FIXED,19h,Dealer used,Mazda,SP23,Sedan,2004,189000,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,2.5
6,10990,FIXED,54m,Dealer used,BMW,3.0d,SUV,2006,166527,Automatic,4x4,Diesel,Silver,TRUE,5,3.5
4,14990,FIXED,53m,Dealer used,Volvo,T4,Sedan,2012,106499,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3.5
4,6999,FIXED,19h,Dealer used,Mazda,NEO SPORT,Sedan,2009,0,Manual,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,4,2.5
4,14990,FIXED,54m,Dealer used,BMW,sDRIVE 18i,SUV,2012,144876,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4
4,14990,FIXED,58m,Dealer used,Audi,1.8 TFSI AVANT,Wagon,2009,113231,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3.5
5,17990,FIXED,56m,Dealer used,Volvo,D5,SUV,2012,124430,Automatic,All Wheel Drive,Diesel,Blue,TRUE,5,2.5
4,17990,FIXED,1h,Dealer used,Land Rover,HSE (4x4),SUV,2010,116870,Automatic,4x4,Diesel,Grey,TRUE,5,2.5
4,19990,FIXED,1h,Dealer used,Mazda,GRAND TOURER (4x4),SUV,2013,185040,Automatic,All Wheel Drive,Diesel,Black,TRUE,5,3.5
6,19990,FIXED,1h,Dealer used,Volvo,3.2 R-DESIGN,SUV,2012,132832,Automatic,All Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3
4,21990,FIXED,56m,Dealer used,Mercedes-Benz,BE,Sedan,2011,51296,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,4.5
4,22990,FIXED,53m,Dealer used,Volvo,T5 R-DESIGN,Hatchback,2015,93038,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,4.5
6,23990,FIXED,1h,Dealer used,Volvo,T6 LUXURY,SUV,2015,185463,Automatic,All Wheel Drive,Petrol - Premium Unleaded,White,TRUE,5,3.5
6,24990,FIXED,1h,Dealer used,BMW,xDRIVE 40d SPORT,SUV,2012,203753,Automatic,4x4,Diesel,Black,TRUE,5,3.5
6,24990,FIXED,1h,Dealer used,BMW,xDRIVE30d,SUV,2011,103193,Automatic,4x4,Diesel,Black,TRUE,4,3.5
4,25990,FIXED,49m,Dealer used,Mini,D COUNTRYMAN,SUV,2014,67257,Automatic,Front Wheel Drive,Diesel,Blue,TRUE,4,3.5
4,25990,FIXED,43m,Dealer used,Audi,1.8 TFSI AMBITION,Sedan,2014,60488,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4.5
4,1000,FIXED,6m,Private seller,Mazda,ASTINA,Convertible,1996,230000,Automatic,Front Wheel Drive,Petrol - Unleaded,Burgundy,TRUE,,
6,31990,FIXED,27m,Dealer used,Audi,3.0 TDI QUATTRO,Coupe (2 door),2012,68205,Automatic,All Wheel Drive,Diesel,Silver,TRUE,5,3.5
8,32990,FIXED,19m,Dealer used,Mercedes-Benz,63 AMG (4x4),SUV,2010,141456,Automatic,4x4,Petrol - Premium Unleaded,Silver,TRUE,5,2
4,14680,FIXED,57m,Dealer used,Hyundai,ACTIVE,Hatchback,2015,51113,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,15180,FIXED,1h,Dealer used,Subaru,2.5i-L,SUV,2015,155911,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,5,4.5
4,5000,NEGOTIABLE,2h,Private seller,Subaru,R (AWD),Hatchback,2009,162500,Manual,All Wheel Drive,Petrol - Premium Unleaded,White,TRUE,2,2.5
4,7888,FIXED,57m,Dealer used,Mitsubishi,VR-X,Sedan,2008,94309,Manual,Front Wheel Drive,Petrol - Unleaded,Green,TRUE,5,5
6,13988,DRIVE_AWAY,40m,Dealer used,Mazda,LUXURY,SUV,2008,187679,Automatic,4x4,Petrol - Unleaded,Blue,TRUE,5,3.5
4,25990,DRIVE_AWAY,6h,Dealer used,Toyota,GX (4x4),SUV,2017,68788,Automatic,All Wheel Drive,Petrol - Unleaded,Red,TRUE,5,4.5
4,19999,DRIVE_AWAY,5h,Dealer used,Subaru,2.0i (AWD),Hatchback,2014,53516,Automatic,All Wheel Drive,Petrol - Unleaded,White,TRUE,5,5
4,21999,DRIVE_AWAY,5h,Dealer used,Mazda,SP25,Hatchback,2015,32012,Automatic,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
4,14990,FIXED,5h,Dealer used,Mazda,SP20 SKYACTIV LUXURY,Sedan,2012,93974,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,15888,FIXED,5h,Dealer used,Holden,7 SX (FWD),SUV,2012,133340,Automatic,Front Wheel Drive,Diesel,Burgundy,TRUE,5,3
6,21990,FIXED,4h,Dealer used,Jeep,RENEGADE SPORT (4x4),SUV,2011,61737,Manual,4x4,Petrol - Unleaded,Black,TRUE,3,3.5
4,8888,FIXED,4h,Dealer used,Suzuki,Swift,Hatchback,2010,208746,Manual,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5
4,9888,FIXED,4h,Dealer used,Toyota,YRS,Sedan,2006,184254,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,4,3.5
4,7888,FIXED,8h,Dealer used,Hyundai,FX 2.0 HVT,Sedan,2005,170149,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
4,8888,FIXED,8h,Dealer used,Kia,EX,Sedan,2009,205951,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,5
6,5249,DRIVE_AWAY,8h,Dealer used,Subaru,3.0R PREMIUM,SUV,2004,260000,Automatic,All Wheel Drive,Petrol - Premium Unleaded,Blue,TRUE,5,3.5
4,10888,FIXED,7h,Dealer used,Ford,XR4,Hatchback,2007,114033,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,3
4,9888,FIXED,7h,Dealer used,Audi,SPORTBACK 2.0 FSI AMBITION,Hatchback,2005,186509,Manual,Front Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,3
6,28940,DRIVE_AWAY,4h,Dealer used,Holden,SV6 STORM,Ute,2015,54075,Automatic,Rear Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4
4,8888,FIXED,7h,Dealer used,Mitsubishi,LS,SUV,2003,190868,Automatic,4x4,Petrol - Unleaded,Grey,TRUE,5,4.5
4,9888,FIXED,7h,Dealer used,Suzuki,RE.3,Hatchback,2008,127875,Manual,Front Wheel Drive,Petrol - Unleaded,Blue,TRUE,5,4.5
4,9888,FIXED,7h,Dealer used,Fiat,SPORT,Hatchback,2011,127011,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Red,TRUE,5,4
6,21888,FIXED,7h,Dealer used,Mazda,LUXURY (FWD),SUV,2012,101836,Automatic,Front Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3
4,12888,FIXED,7h,Dealer used,Holden,5 LT (FWD),SUV,2015,190921,Automatic,Front Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,3.5
4,17888,FIXED,7h,Dealer used,Hyundai,Veloster,Coupe (2 door),2012,150094,Automatic,Front Wheel Drive,Petrol - Unleaded,Red,TRUE,5,5
4,25990,DRIVE_AWAY,7h,Dealer used,Toyota,ASCENT,Sedan,2018,41678,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,5
6,29990,FIXED,7h,Dealer used,Toyota,SR,Ute,2017,128489,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,3.5
6,4990,FIXED,7h,Dealer used,Ford,GHIA,Sedan,2001,110000,Automatic,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4.5
4,16990,DRIVE_AWAY,7h,Dealer used,Toyota,WORKMATE,Ute,2016,69591,Manual,Rear Wheel Drive,Petrol - Unleaded,Grey,TRUE,5,4.5
6,28990,DRIVE_AWAY,6h,Dealer used,Holden,SV6 STORM,Ute,2015,38257,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
6,49940,DRIVE_AWAY,6h,Dealer used,Nissan,370Z,Coupe (2 door),2018,3582,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Black,TRUE,5,4
6,26990,DRIVE_AWAY,6h,Dealer used,Holden,SV6,Ute,2016,79957,Automatic,Rear Wheel Drive,Petrol - Unleaded,Black,TRUE,5,4
8,64850,FIXED,5h,Dealer used,Toyota,GXL (4x4),SUV,2017,71618,Manual,4x4,Diesel,White,FALSE,5,3.5
4,20850,FIXED,5h,Dealer used,Ford,XL 2.2 (4x4),Ute,2014,208766,Automatic,4x4,Diesel,Silver,TRUE,5,2.5
6,17950,FIXED,5h,Dealer used,Holden,Ute,Ute,2014,148065,Automatic,Rear Wheel Drive,Petrol - Unleaded,White,TRUE,5,4
4,19999,DRIVE_AWAY,5h,Dealer used,Honda,VTi-L,Hatchback,2017,37130,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,5,4.5
4,28850,FIXED,5h,Dealer used,Toyota,SR,Ute,2014,126673,Manual,Rear Wheel Drive,Diesel,White,FALSE,4,2.5
4,5990,DRIVE_AWAY,5h,Dealer used,Holden,CD,Hatchback,2005,98950,Automatic,Front Wheel Drive,Petrol - Unleaded,Silver,TRUE,4,3.5
4,28985,DRIVE_AWAY,3h,Dealer used,Holden,LS (4x4),Ute,2016,127298,Automatic,4x4,Diesel,White,TRUE,5,2.5
3,14990,FIXED,2h,Dealer used,Peugeot,ACTIVE,Hatchback,2018,37706,Automatic,Front Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3.5
6,33990,DRIVE_AWAY,2h,Dealer used,Infiniti,3.7 GT,Sedan,2017,24469,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Grey,TRUE,5,3.5
6,38500,FIXED,1h,Dealer used,Porsche,CARRERA,Coupe (2 door),1998,308750,Automatic,Rear Wheel Drive,Petrol - Premium Unleaded,Silver,TRUE,5,2.5
4,7990,DRIVE_AWAY,1h,Dealer used,Honda,(4x4) SPORT,SUV,2008,217763,Manual,4x4,Petrol - Unleaded,Grey,TRUE,5,2.5
5,42850,FIXED,40m,Dealer used,Mazda,XTR (4x4),Ute,2018,39180,Automatic,4x4,Diesel,Blue,TRUE,5,2.5
4,16980,FIXED,2h,Dealer used,Subaru,2.0D,SUV,2013,110995,Manual,All Wheel Drive,Diesel,Silver,TRUE,5,3.5
